cif,sgnum
4112190,2
4112192,19
4112227,14
4112254,19
4112310,19
4112338,14
4112344,14
4112360,2
4112365,61
4112386,2
4112400,18
4112404,4
4112455,14
4112456,14
4112501,2
4112523,2
4112527,5
4112549,4
4112597,2
4112613,154
4112644,34
4112679,2
4112746,7
4112772,14
4112780,14
4112798,2
4112825,14
4112833,9
4112943,4
4112945,4
4112971,14
4112990,14
4113050,60
4113094,2
4113182,60
4113331,14
4113353,62
4113370,14
4113379,19
4113407,2
4113441,4
4113495,13
4113568,1
4113588,29
4113620,2
4113625,14
4113675,14
4113677,14
4113736,14
4113776,2
4113833,2
4113847,33
4113953,19
4114079,2
4114093,1
4114118,2
4114120,14
4114171,4
4114227,61
4114231,14
4114236,14
4114289,14
4114317,225
4114324,14
4114380,61
4114384,14
4114447,61
4114554,14
4114555,2
4114567,14
4114568,2
4114592,2
4114644,2
4114702,14
4114735,2
4114736,62
4114756,13
4114796,15
4114830,4
4114869,14
4114941,2
4114964,85
4114975,14
4114998,29
4115006,2
4115010,126
4115080,2
4115197,7
4115280,2
4115305,14
4115318,76
4115358,14
4115381,2
4115403,9
4115432,2
4115459,19
4115475,22
4115504,2
4115541,4
4115551,14
4115574,2
4115627,14
4115630,2
4115698,14
4115727,2
4115747,65
4115763,18
4115808,2
4115837,14
4115857,14
4115903,14
4115968,2
4116084,14
4116105,2
4116130,2
4116132,14
4116168,2
4116180,19
4116229,14
4116239,2
4116254,14
4116281,14
4116387,19
4116427,14
4116489,19
4116492,15
4116552,2
4116569,2
4116575,14
4116577,14
4116586,19
4116597,19
4116662,9
4116676,14
4116709,18
4116710,14
4116741,2
4116743,58
4116756,14
4116825,14
4116873,14
4116973,14
4117049,62
4117060,2
4117097,14
4117143,14
4117147,13
4117183,14
4117201,14
4117263,2
4117311,2
4117349,2
4117351,14
4117363,19
4117460,2
4117461,2
4117476,14
4117513,4
4117519,1
4117658,33
4117737,9
4117767,2
4117864,19
4117878,2
4117891,2
4117913,14
4117915,14
4117995,14
4118013,4
4118043,61
4118053,19
4118073,18
4118117,14
4118126,2
4118131,14
4118229,2
4118354,2
4118373,182
4118376,182
4118387,14
4118391,5
4118400,15
4118458,14
4118465,14
4118470,19
4118496,19
4118499,14
4118522,33
4118551,2
4118612,19
4118638,14
4118650,2
4118658,19
4118662,2
4118676,121
4118778,4
4118791,2
4118821,2
4118828,4
4118902,2
4118994,2
4119005,14
4119030,2
4119036,2
4119123,14
4119138,2
4119142,2
4119158,2
4119166,19
4119219,14
4119235,15
4119239,15
4119274,2
4119389,2
4119460,2
4119583,2
4119608,2
4119611,2
4119629,15
4119640,14
4119644,15
4119649,14
4119661,62
4119681,14
4119682,14
4119716,2
4119720,2
4119728,4
4119729,1
4119732,19
4119751,4
4119755,147
4119813,4
4119821,14
4119884,14
4119932,14
4119959,14
4119975,14
4120058,2
4120083,15
4120119,163
4120123,19
4120128,14
4120206,14
4120244,19
4120268,14
4120272,7
4120276,2
4120289,19
4120294,60
4120299,14
4120302,19
4120303,14
4120305,14
4120339,14
4120410,2
4120443,2
4120465,2
4120505,33
4120521,2
4120573,15
4120603,14
4120656,14
4120674,2
4120733,2
4120796,14
4120807,15
4120857,14
4120864,19
4120868,5
4120881,14
4120897,2
4120914,2
4120922,14
4120930,9
4120951,19
4120991,14
4121012,14
4121073,14
4121233,14
4121250,14
4121315,14
4121325,14
4121362,9
4121373,2
4121388,15
4121400,14
4121476,4
4121537,14
4121548,2
4121590,2
4121591,33
4121704,9
4121721,14
4121819,14
4121840,14
4121883,4
4121895,2
4121921,14
4121924,36
4121928,2
4121988,19
4122017,29
4122020,4
4122085,126
4122141,2
4122187,2
4122240,14
4122241,15
4122300,15
4122315,18
4122356,2
4122379,2
4122380,14
4122409,1
4122492,14
4122536,14
4122552,2
4122569,2
4122585,2
4122623,1
4122715,198
4122775,15
4122815,2
4122823,15
4122827,2
4122861,14
4122864,19
4122911,2
4122918,2
4122933,4
4122955,14
4122979,14
4122985,14
4122990,14
4123057,2
4123075,14
4123096,2
4123097,2
4123105,14
4123255,2
4123264,2
4123365,14
4123436,19
4123463,2
4123475,14
4123520,15
4123524,4
4123550,2
4123566,33
4123604,1
4123708,19
4123825,14
4123828,4
4123877,14
4123890,88
4123898,19
4124164,2
4124213,88
4124242,14
4124289,2
4124300,4
4124345,4
4124360,1
4124364,19
4124402,19
4124530,2
4124576,2
4124604,15
4124718,1
4124726,19
4124736,4
4124915,14
4124928,2
4125005,2
4125009,14
4125107,14
4125111,4
4125124,14
4125149,2
4125176,2
4125197,147
4125253,2
4125284,33
4125348,4
4125351,1
4300003,19
4300093,14
4300122,14
4300169,15
4300270,2
4300303,14
4300380,2
4300399,14
4300401,54
4300423,2
4300432,19
4300462,2
4300492,14
4300587,14
4300653,2
4300674,14
4300687,2
4300689,2
4300698,56
4300750,2
4300789,2
4300792,2
4300803,14
4300850,15
4300855,14
4300880,1
4300889,14
4300892,2
4300893,2
4300980,14
4300996,15
4301061,14
4301096,14
4301111,14
4301178,15
4301209,14
4301241,14
4301292,2
4301418,11
4301419,14
4301509,14
4301539,78
4301632,2
4301720,2
4301725,2
4301769,14
4301772,1
4301831,2
4301837,14
4301880,2
4301890,14
4301960,92
4301966,57
4301981,5
4301994,2
4302058,14
4302067,2
4302085,2
4302250,2
4302256,14
4302294,2
4302402,14
4302428,77
4302482,2
4302662,2
4302750,15
4302802,14
4302827,14
4302894,2
4302912,2
4302964,76
4302987,2
4302998,148
4302999,2
4303001,14
4303053,14
4303079,14
4303096,2
4303128,14
4303243,14
4303246,14
4303263,15
4303283,63
4303286,15
4303315,2
4303345,14
4303376,2
4303403,14
4303513,14
4303586,148
4303625,2
4303634,2
4303637,2
4303659,2
4303661,2
4303684,104
4303688,14
4303741,61
4303759,14
4303764,144
4303784,14
4303922,19
4303948,2
4303960,2
4303988,14
4303992,19
4304031,2
4304094,77
4304098,14
4304153,14
4304156,14
4304251,4
4304255,2
4304299,14
4304311,2
4304313,14
4304352,14
4304366,2
4304373,14
4304437,2
4304499,14
4304534,2
4304540,14
4304548,14
4304586,2
4304587,15
4304598,19
4304631,15
4304675,15
4304696,2
4304700,2
4304701,2
4304703,14
4304760,14
4304809,14
4304869,2
4304952,62
4305003,14
4305008,14
4305087,2
4305088,14
4305095,2
4305149,60
4305150,14
4305334,2
4305357,2
4305358,14
4305407,149
4305423,14
4305449,14
4305452,14
4305471,14
4305477,14
4305489,14
4305506,9
4305526,14
4305543,14
4305595,2
4305617,61
4305625,2
4305668,14
4305692,19
4305702,61
4305712,14
4305721,14
4305780,14
4305824,14
4305825,2
4305872,2
4305965,14
4305994,2
4306014,14
4306029,14
4306059,14
4306070,15
4306113,2
4306119,2
4306196,60
4306203,2
4306210,2
4306241,2
4306278,14
4306296,14
4306373,79
4306379,14
4306397,2
4306409,2
4306412,19
4306443,15
4306506,19
4306568,2
4306600,14
4306610,2
4306635,2
4306653,2
4306708,14
4306709,14
4306731,15
4306757,2
4306771,2
4306852,15
4306920,2
4306930,2
4306945,2
4306949,15
4306973,14
4307043,15
4307062,14
4307064,14
4307091,2
4307105,13
4307179,2
4307250,15
4307253,14
4307265,15
4307389,2
4307506,19
4307530,2
4307547,51
4307557,14
4307573,15
4307598,2
4307689,15
4307710,2
4307741,14
4307754,14
4307775,62
4307801,2
4307803,14
4307894,14
4307898,14
4307915,62
4307941,14
4307948,2
4307974,2
4308030,91
4308103,14
4308195,15
4308218,33
4308222,2
4308290,2
4308312,2
4308320,14
4308404,2
4308412,2
4308462,2
4308472,15
4308474,2
4308616,114
4308669,2
4308718,14
4308754,15
4308755,2
4308892,14
4308898,31
4308899,11
4308947,15
4309016,2
4309034,2
4309042,2
4309043,14
4309095,2
4309099,2
4309136,15
4309144,96
4309173,15
4309182,2
4309204,2
4309233,61
4309266,2
4309354,2
4309366,2
4309410,14
4309414,14
4309486,2
4309503,14
4309518,14
4309531,2
4309532,2
4309551,14
4309615,14
4309665,2
4309724,4
4309728,4
4309748,2
4309749,2
4309795,2
4309810,14
4309858,14
4309875,14
4309903,2
4309906,1
4309929,14
4309959,14
4310023,7
4310118,2
4310219,2
4310235,14
4310237,2
4310243,14
4310258,14
4310323,2
4310332,15
4310432,14
4310451,2
4310460,2
4310512,2
4310514,14
4310589,14
4310624,14
4310646,14
4310682,2
4310721,60
4310756,2
4310771,2
4310773,2
4310842,14
4310937,14
4310995,15
4311001,2
4311031,2
4311032,19
4311058,14
4311070,14
4311082,2
4311100,14
4311105,29
4311113,14
4311122,19
4311147,14
4311164,14
4311341,2
4311471,14
4311515,2
4311573,14
4311646,2
4311662,14
4311688,14
4311781,14
4311847,2
4311863,14
4311911,2
4311936,2
4311972,14
4311973,15
4312001,14
4312006,4
4312014,2
4312015,2
4312044,14
4312055,19
4312092,14
4312272,14
4312335,2
4312362,2
4312426,2
4312571,14
4312607,26
4312628,2
4312677,2
4312695,14
4312756,14
4312758,2
4312781,2
4312794,19
4312814,2
4312844,60
4312857,14
4312896,14
4312902,19
4312924,58
4313011,14
4313108,14
4313116,4
4313117,14
4313173,2
4313175,12
4313286,2
4313311,2
4313323,13
4313325,2
4313381,15
4313430,14
4313432,4
4313481,2
4313486,14
4313507,2
4313544,2
4313569,4
4313636,14
4313646,14
4313657,2
4313668,14
4313673,2
4313699,2
4313747,2
4313764,2
4313807,14
4313810,14
4313812,14
4313819,14
4313837,2
4313838,114
4313856,14
4313896,4
4313903,2
4313946,14
4313970,14
4314036,2
4314041,14
4314061,86
4314064,14
4314109,14
4314185,11
4314193,19
4314223,2
4314251,15
4314257,2
4314281,14
4314284,60
4314289,2
4314307,14
4314347,4
4314376,14
4314461,14
4314485,14
4314494,14
4314527,15
4314613,14
4314658,4
4314733,2
4314817,14
4314860,14
4314875,5
4314894,14
4314966,2
4315004,33
4315075,2
4315240,14
4315297,198
4315401,14
4315417,14
4315460,15
4315462,15
4315468,14
4315478,14
4315544,19
4315568,2
4315592,13
4315601,14
4315612,2
4315639,14
4315641,2
4315687,2
4315735,14
4315801,2
4315841,29
4315844,15
4315852,2
4315900,4
4315966,14
4316027,2
4316082,14
4316112,14
4316225,20
4316229,14
4316244,33
4316245,2
4316255,2
4316273,7
4316310,15
4316312,15
4316324,76
4316384,14
4316400,2
4316425,14
4316426,2
4316458,19
4316515,19
4316615,9
4316622,14
4316640,14
4316774,14
4316783,2
4316795,2
4316830,15
4316871,19
4316881,14
4316903,9
4316905,43
4317016,61
4317017,15
4317078,2
4317085,15
4317094,2
4317109,14
4317161,2
4317167,14
4317227,2
4317283,15
4317297,14
4317434,2
4317476,14
4317589,14
4317601,2
4317631,2
4317635,14
4317731,2
4317741,14
4317742,9
4317855,2
4317879,2
4317888,14
4317911,14
4317912,2
4317924,29
4317927,14
4317935,14
4317953,1
4317978,2
4318045,2
4318105,14
4318136,14
4318155,2
4318215,15
4318234,2
4318238,2
4318242,15
4318251,14
4318285,14
4318346,2
4318360,14
4318397,2
4318410,9
4318452,14
4318509,2
4318510,14
4318523,14
4318607,4
4318836,2
4318916,2
4318941,66
4319198,2
4319211,61
4319339,2
4319361,2
4319366,14
4319417,14
4319441,33
4319442,14
4319447,14
4319450,14
4319452,14
4319454,2
4319485,2
4319535,2
4319548,2
4319550,14
4319561,14
4319565,15
4319577,19
4319594,14
4319615,2
4319619,19
4319730,14
4319740,15
4319761,14
4319772,14
4319805,9
4319814,14
4319822,2
4319859,2
4319883,2
4319926,62
4319929,61
4319938,2
4319944,15
4320015,14
4320079,5
4320081,2
4320119,14
4320121,78
4320137,147
4320139,2
4320156,14
4320162,1
4320201,130
4320305,86
4320332,9
4320414,14
4320428,14
4320441,33
4320462,2
4320575,2
4320588,14
4320611,2
4320617,2
4320647,176
4320674,14
4320687,23
4320770,19
4320783,2
4320887,2
4320889,32
4320917,15
4320926,14
4320950,79
4320964,19
4321012,13
4321048,2
4321112,2
4321172,2
4321223,14
4321227,14
4321269,14
4321322,19
4321324,4
4321327,14
4321385,14
4321391,146
4321455,62
4321471,1
4321478,14
4321506,14
4321527,14
4321532,2
4321588,15
4321600,82
4321604,14
4321621,14
4321647,2
4321659,14
4321676,2
4321683,14
4321742,2
4321754,14
4321759,18
4321764,61
4321767,14
4321883,2
4321900,14
4321940,14
4322006,14
4322111,14
4322121,2
4322132,14
4322143,19
4322238,2
4322302,2
4322322,1
4322353,2
4322390,14
4322444,82
4322493,15
4322530,2
4322535,2
4322550,13
4322574,2
4322578,14
4322607,14
4322609,62
4322646,2
4322719,2
4322735,2
4322781,79
4322809,5
4322826,15
4322841,138
4322845,13
4322852,14
4322894,14
4322938,2
4322951,2
4323038,14
4323063,14
4323122,60
4323131,14
4323138,2
4323173,14
4323206,2
4323220,2
4323236,14
4323251,2
4323284,2
4323317,45
4323348,2
4323402,2
4323431,2
4323452,2
4323459,14
4323492,14
4323614,2
4323618,4
4323633,15
4323684,14
4323771,57
4323879,2
4323890,33
4324013,62
4324029,14
4324064,62
4324084,2
4324110,130
4324115,220
4324173,2
4324254,33
4324304,14
4324320,2
4324324,19
4324340,14
4324394,14
4324408,14
4324411,2
4324429,4
4324432,2
4324434,2
4324435,2
4324438,2
4324489,14
4324496,15
4324508,14
4324510,2
4324547,2
4324585,14
4324618,14
4324661,14
4324689,9
4324692,14
4324747,19
4324856,2
4324859,55
4324890,1
4324937,7
4324939,14
4325013,4
4325113,147
4325115,2
4325129,19
4325138,14
4325220,2
4325234,147
4325237,2
4325271,15
4325285,14
4325318,14
4325319,14
4325322,14
4325656,2
4325748,2
4325778,60
4325779,2
4325791,2
4325795,2
4325828,71
4325847,2
4325937,14
4325966,2
4325987,14
4326039,14
4326041,14
4326058,2
4326115,163
4326132,14
4326152,14
4326166,2
4326193,147
4326280,14
4326289,19
4326314,2
4326327,12
4326345,2
4326370,2
4326380,2
4326433,14
4326473,4
4326546,13
4326563,2
4326566,14
4326571,12
4326592,13
4326595,14
4326599,9
4326629,61
4326751,2
4326762,15
4326784,14
4326821,2
4326837,2
4326849,4
4326863,56
4326888,14
4326929,14
4327035,19
4327049,5
4327088,14
4327132,19
4327224,14
4327228,14
4327239,15
4327248,14
4327301,2
4327362,14
4327386,14
4327477,2
4327510,15
4327515,14
4327543,2
4327547,14
4327553,14
4327600,14
4327661,15
4327675,2
4327724,2
4327745,9
4327763,14
4327793,2
4327902,2
4327917,2
4327946,61
4328019,14
4328098,19
4328123,14
4328128,2
4328130,56
4328132,14
4328183,2
4328219,2
4328401,2
4328418,4
4328453,61
4328497,2
4328507,43
4328509,5
4328513,33
4328561,2
4328616,2
4328637,7
4328662,14
4328677,61
4328696,14
4328708,14
4328737,14
4328832,14
4328955,15
4328961,14
4328998,14
4329016,62
4329022,14
4329057,60
4329075,2
4329262,14
4329296,14
4329347,2
4329363,2
4329396,87
4329449,2
4329603,14
4329610,33
4329619,14
4329636,4
4329720,2
4329776,2
4329791,14
4329834,14
4329857,9
4329866,61
4329978,15
4330006,2
4330162,2
4330168,2
4330199,2
4330232,15
4330242,2
4330243,14
4330285,14
4330364,52
4330388,61
4330415,2
4330479,15
4330535,2
4330562,14
4330590,2
4330630,15
4330691,19
4330754,2
4330765,14
4330824,36
4330883,2
4330915,14
4330971,2
4331002,61
4331074,14
4331093,2
4331105,14
4331161,15
4331196,5
4331228,62
4331337,14
4331374,14
4331382,60
4331470,2
4331502,15
4331553,14
4331562,14
4331702,9
4331814,14
4331834,14
4331958,4
4331965,14
4331987,29
4332023,63
4332060,4
4332097,14
4332113,19
4332140,61
4332143,9
4332155,15
4332168,14
4332222,2
4332242,14
4332263,2
4332268,2
4332270,2
4332291,14
4332312,14
4332442,11
4332504,9
4332507,4
4332560,2
4332574,2
4332641,14
4332659,14
4332666,9
4332679,13
4332708,2
4332717,2
4332749,2
4332802,2
4332905,29
4332918,14
4332932,14
4332956,33
4332974,2
4332998,15
4333029,2
4333065,14
4333101,2
4333124,14
4333211,14
4333227,4
4333249,1
4333253,14
4333258,152
4333344,4
4333354,14
4333401,33
4333405,14
4333437,2
4333453,14
4333468,2
4333498,14
4333504,2
4333529,14
4333542,14
4333569,14
4333571,7
4333617,2
4333671,14
4333715,14
4333859,33
4334002,61
4334004,14
4334023,14
4334025,14
4334036,2
4334113,85
4334114,2
4334197,2
4334234,2
4334281,14
4334282,14
4334326,14
4334332,4
4334402,14
4334424,15
4334425,36
4334492,14
4334570,14
4334594,14
4334681,14
4334718,13
4334732,13
4334736,2
4334748,2
4334760,14
4334772,14
4334773,14
4334802,15
4334819,2
4334828,19
4334865,14
4334869,14
4334891,63
4334907,7
4334958,2
4335046,2
4335059,14
4335148,2
4335260,2
4335320,1
4335322,14
4335329,14
4335333,14
4335351,14
4335394,14
4335395,14
4335416,2
4335456,9
4335466,15
4335588,14
4335605,15
4335784,9
4335789,78
4335791,2
4335805,9
4335822,14
4335845,33
4335861,2
4335872,2
4335926,2
4335956,14
4336060,14
4336129,2
4336145,14
4336198,147
4336285,2
4336430,14
4336486,1
4336496,62
4336513,2
4336546,2
4336589,2
4336593,221
4336605,2
4336664,2
4336671,2
4336718,14
4336721,14
4336851,14
4336856,14
4336861,2
4336956,14
4336964,14
4336967,1
4337017,86
4337023,14
4337077,108
4337182,19
4337183,19
4337234,4
4337254,2
4337315,14
4337343,2
4337390,4
4337437,15
4337449,2
4337462,2
4337536,15
4337587,14
4337608,1
4337687,2
4337691,2
4337705,14
4337783,2
4338022,4
4338136,2
4338139,2
4338180,14
4338184,2
4338240,15
4338274,96
4338280,19
4338301,14
4338373,14
4338378,2
4338387,14
4338434,2
4338478,4
4338496,15
4338620,2
4338641,14
4338695,61
4338708,2
4338801,62
4338807,2
4338812,14
4338814,2
4338858,14
4338871,7
4338946,2
4338967,19
4338986,147
4339059,11
4339060,33
4339119,14
4339149,1
4339152,14
4339159,52
4339168,2
4339188,14
4339192,2
4339221,2
4339270,2
4339280,14
4339344,14
4339363,14
4339427,15
4339452,15
4339463,14
4339573,43
4339578,2
4339727,14
4339728,2
4339791,14
4339814,14
4339919,2
4339971,2
4340014,14
4340070,14
4340119,2
4340128,2
4340177,14
4340181,19
4340189,14
4340197,2
4340238,2
4340263,14
4340274,2
4340305,2
4340441,2
4340529,2
4340539,2
4340578,2
4340587,2
4340657,2
4340660,14
4340678,2
4340704,2
4340706,2
4340815,2
4340960,63
4340981,2
4341001,15
4341086,2
4341137,2
4341181,2
4341194,63
4341215,11
4341278,14
4341295,2
4341386,79
4341450,14
4341510,19
4341517,2
4341548,2
4341621,19
4341648,14
4341791,14
4341860,14
4341942,15
4342005,2
4342010,2
4342065,2
4342134,2
4342193,14
4342200,14
4342213,2
4342231,14
4342247,2
4342300,2
4342308,14
4342335,14
4342475,2
4342561,2
4342593,2
4342640,2
4342756,63
4342811,2
4342853,2
4342902,2
4342904,2
4342936,82
4342948,2
4342960,14
4342963,2
4342975,2
4343175,2
4343191,2
4343230,14
4343274,14
4343372,9
4343422,2
4343580,14
4343927,33
4343953,14
4343991,2
4344019,2
4344026,2
4344050,19
4344065,15
4344082,2
4344097,19
4344104,14
4344256,8
4344342,2
4344535,4
4344545,14
4344560,14
4344562,2
4344563,15
4344671,2
4344692,2
4344748,31
4344760,14
4344805,19
4344827,2
4344937,14
4344950,14
4345027,169
4345078,2
4345144,2
4345153,2
4500000,15
4500024,13
4500054,9
4500095,2
4500197,14
4500357,14
4500378,2
4500440,14
4500479,2
4500484,2
4500494,2
4500540,14
4500556,2
4500575,9
4500615,15
4500632,19
4500635,15
4500823,2
4500831,2
4500837,2
4500861,19
4500881,15
4500890,33
4500896,14
4500920,14
4500928,15
4501050,15
4501112,14
4501120,29
4501175,15
4501245,14
4501250,14
4501328,14
4501384,14
4501386,2
4501483,33
4501539,2
4501581,14
4501621,2
4501639,14
4501830,14
4501996,2
4502004,2
4502053,14
4502066,2
4502082,2
4502092,2
4502128,2
4502166,33
4502180,14
4502198,2
4502240,14
4502266,14
4502287,2
4502298,62
4502313,14
4502341,2
4502348,2
4502359,14
4502384,61
4502454,19
4502468,13
4502478,14
4502482,14
4502649,14
4502695,14
4502703,14
4502706,14
4502722,14
4502737,14
4502827,14
4502839,9
4502884,2
4502916,14
4502950,2
4502959,14
4503020,15
4503036,4
4503044,14
4503108,19
4503150,29
4503212,14
4503247,14
4503256,13
4503264,2
4503266,4
4503298,61
4503386,13
4503387,15
4503418,2
4503428,2
4503474,2
4503525,14
4503529,2
4503607,14
4503623,4
4503655,14
4503725,2
4503753,15
4503764,76
4503956,14
4503957,56
4503963,14
4503966,14
4503967,2
4504014,14
4504065,14
4504104,15
4504181,14
4504203,14
4504249,14
4504277,2
4504323,2
4504327,2
4504330,14
4504339,15
4504354,19
4504407,2
4504434,14
4504457,14
4504482,2
4504496,2
4504506,126
4504509,2
4504538,14
4504539,15
4504556,15
4504569,14
4504581,14
4504599,2
4504609,14
4504658,14
4504664,12
4504676,15
4504679,14
4504715,14
4504738,2
4504748,14
4504781,14
4504784,96
4504815,14
4504823,2
4504829,2
4504844,14
4504881,14
4505001,33
4505004,167
4505032,19
4505033,14
4505036,14
4505070,14
4505077,2
4505091,9
4505162,14
4505366,2
4505413,52
4505415,55
4505469,62
4505484,14
4505499,2
4505516,14
4505547,2
4505552,13
4505570,88
4505587,13
4505615,14
4505632,14
4505637,19
4505642,4
4505655,14
4505688,2
4505704,14
4505731,15
4505733,2
4505744,1
4505773,13
4505827,2
4505866,7
4505881,78
4505915,2
4505916,2
4505924,2
4506020,19
4506024,2
4506105,14
4506151,19
4506163,13
4506168,5
4506171,14
4506192,43
4506299,62
4506302,176
4506311,2
4506312,2
4506325,14
4506344,2
4506400,14
4506436,165
4506481,14
4506490,2
4506491,2
4506542,2
4506571,2
4506594,3
4506595,14
4506609,19
4506617,2
4506631,14
4506641,14
4506645,2
4506693,2
4506704,29
4506750,2
4506770,2
4506861,1
4506864,5
4506913,61
4506914,33
4506916,2
4506981,14
4507010,14
4507049,14
4507129,2
4507148,14
4507170,14
4507332,2
4507333,61
4507384,14
4507389,2
4507396,2
4507427,19
4507430,14
4507454,15
4507455,14
4507498,15
4507588,14
4507606,15
4507617,154
4507751,2
4507829,14
4507908,2
4507953,2
4507967,15
4507975,14
4508057,13
4508058,14
4508069,14
4508071,14
4508092,14
4508107,2
4508181,2
4508215,2
4508267,14
4508360,14
4508384,4
4508391,2
4508423,2
4508451,4
4508463,14
4508464,14
4508466,14
4508478,15
4508525,14
4508528,62
4508534,19
4508537,4
4508585,14
4508609,14
4508697,14
4508744,29
4508756,71
4508772,2
4508775,2
4508783,4
4508811,14
4508829,2
4508840,2
4509025,2
4509033,4
4509071,15
4509152,14
4509158,14
4509176,2
4509189,14
4509211,15
4509221,14
4509240,61
4509255,15
4509471,14
4509479,14
4509500,15
4509524,15
4509550,14
4509556,2
4509583,14
4509584,14
4509609,14
4509614,19
4509630,14
4509637,2
4509642,33
4509666,14
4509680,15
4509687,14
4509738,2
4509739,2
4509758,2
4509772,2
4509823,14
4509865,2
4509993,2
4510020,9
4510045,14
4510075,9
4510101,14
4510128,61
4510157,2
4510181,20
4510192,60
4510193,19
4510194,14
4510207,19
4510270,14
4510304,61
4510306,61
4510323,4
4510326,14
4510332,2
4510361,11
4510389,19
4510391,15
4510451,14
4510456,2
4510471,15
4510478,4
4510512,2
4510529,14
4510565,33
4510615,15
4510684,33
4510710,54
4510712,19
4510751,2
4510801,14
4510875,2
4510897,19
4510919,33
4510946,15
4510999,15
4511001,2
4511041,2
4511106,14
4511113,14
4511114,14
4511141,14
4511143,14
4511155,2
4511181,14
4511186,2
4511188,15
4511200,4
4511273,14
4511289,14
4511326,2
4511332,2
4511342,2
4511351,2
4511443,2
4511514,62
4511591,14
4511614,2
4511740,163
4511866,4
4511897,14
4511919,11
4511988,14
4511990,14
4511993,19
4512066,15
4512121,15
4512138,15
4512141,13
4512146,2
4512171,62
4512201,4
4512216,14
4512227,1
4512233,14
4512254,166
4512276,14
4512321,14
4512413,2
4512436,2
4512440,14
4512493,14
4512547,14
4512636,19
4512651,5
4512677,2
4512685,2
4512722,14
4512724,2
4512742,14
4512751,14
4512761,73
4512795,2
4512859,60
4512869,60
4512870,2
4512881,2
4512926,4
4512945,1
4512984,2
4513016,2
4513025,40
4513034,14
4513044,2
4513045,2
4513092,1
4513181,14
4513261,2
4513263,14
4513315,14
4513332,2
4513442,19
4513479,2
4513504,15
4513533,2
4513644,2
4513660,2
4513705,2
4513709,32
4513712,2
4513720,14
4513737,14
4513763,2
4513803,14
4513808,2
4513814,19
4513860,2
4513870,14
4513894,4
4513936,19
4513950,11
4513954,14
4513960,14
4513984,19
4514025,2
5000003,19
5000006,19
5000010,19
5000080,14
5000134,19
5000268,19
5000312,2
5000427,4
7000036,14
7000053,14
7000069,61
7000113,2
7000141,45
7000178,14
7000202,2
7000214,15
7000215,2
7000490,2
7000501,14
7000509,14
7000592,14
7000596,2
7000643,15
7000649,14
7000705,14
7000719,14
7000765,14
7000818,2
7000827,14
7000879,14
7000947,15
7000956,2
7000991,2
7001020,2
7001055,2
7001100,14
7001112,14
7001123,2
7001124,2
7001125,2
7001156,2
7001167,4
7001194,2
7001209,2
7001251,2
7001271,5
7001295,2
7001393,14
7001416,61
7001447,14
7001474,2
7001513,5
7001585,2
7001611,147
7001632,7
7001674,2
7001721,2
7001833,14
7001835,14
7001844,57
7001869,14
7001953,2
7001959,14
7002007,4
7002010,14
7002039,2
7002054,2
7002095,2
7002110,11
7002117,2
7002213,2
7002288,14
7002316,15
7002329,14
7002355,14
7002385,14
7002418,2
7002433,2
7002470,14
7002516,2
7002540,2
7002565,14
7002623,14
7002639,147
7002691,2
7002723,2
7002729,19
7002752,2
7002772,96
7002781,4
7002830,14
7002834,11
7002904,14
7002926,2
7002934,2
7002972,2
7002980,2
7002987,15
7003051,56
7003092,14
7003104,15
7003137,14
7003243,2
7003347,14
7003350,2
7003370,2
7003382,14
7003389,2
7003390,2
7003450,60
7003460,14
7003503,15
7003551,2
7003599,2
7003602,2
7003606,2
7003641,2
7003654,14
7003655,2
7003675,14
7003688,2
7003721,2
7003764,14
7003803,14
7003896,2
7003912,2
7003917,14
7003924,2
7003938,2
7003940,14
7003953,61
7004115,14
7004185,14
7004270,165
7004282,14
7004357,61
7004374,14
7004384,14
7004391,2
7004456,19
7004482,2
7004541,2
7004553,15
7004580,19
7004615,2
7004652,15
7004678,15
7004686,19
7004697,60
7004791,33
7004810,14
7004929,14
7004990,14
7005010,7
7005060,2
7005077,2
7005097,26
7005150,14
7005159,14
7005178,14
7005238,2
7005270,33
7005347,14
7005354,2
7005379,56
7005411,14
7005412,2
7005424,2
7005477,15
7005583,2
7005659,14
7005722,2
7005725,14
7005741,2
7005744,14
7005783,14
7005789,78
7005794,2
7005826,2
7005847,15
7005867,14
7005934,2
7005982,14
7006030,2
7006085,2
7006095,2
7006108,19
7006109,14
7006137,33
7006150,2
7006169,14
7006171,2
7006340,29
7006384,14
7006454,148
7006467,14
7006534,7
7006619,2
7006665,4
7006669,14
7006707,2
7006817,96
7006820,2
7006830,13
7006858,2
7006891,2
7006937,14
7006971,2
7006973,9
7007034,14
7007296,14
7007301,2
7007310,15
7007318,14
7007382,2
7007401,14
7007430,12
7007431,144
7007453,19
7007501,5
7007564,15
7007583,14
7007610,56
7007708,2
7007712,14
7007721,4
7007742,2
7007744,14
7007763,61
7007768,9
7007785,14
7007787,14
7007810,4
7007846,2
7007857,2
7007860,19
7007929,2
7007931,15
7007972,14
7007992,2
7008063,14
7008095,2
7008111,61
7008158,14
7008226,19
7008250,19
7008257,14
7008294,2
7008354,2
7008373,2
7008406,2
7008421,15
7008446,14
7008463,2
7008494,14
7008524,14
7008538,4
7008539,4
7008546,14
7008562,2
7008567,62
7008568,14
7008574,14
7008576,2
7008756,2
7008785,62
